body,body_id,building,trades,stage,stage_verified,dollar_amount,funding_source,scope_summary,evidence_quote,source_url,meeting_date,in_window
West Islip Union Free School District,NCES-3630690,West Islip Union Free School District,general_construction,2_study,False,,unknown,District-wide construction projects under review by Buildings & Grounds Committee.,district wide construction projects,https://files.smartsites.parentsquare.com/6796/091126_08-25-26_rm_final.pdf,2026-08-25,True
West Islip Union Free School District,NCES-3630690,"High School, Beach Street, and Paul J. Bellew",life_safety_security,2_study,False,,unknown,Fire alarm system replacements at multiple school buildings.,"fire alarm system replacements at High School, Beach Street and Paul J. Bellew",https://files.smartsites.parentsquare.com/6796/092525_9-25-25_sm_agenda_for_posting_revised.pdf,2025-09-25,True
West Islip Union Free School District,NCES-3630690,Masera,life_safety_security,2_study,False,,unknown,Installation of an AED mounted outside at Masera building.,installation of an AED mounted outside at Masera,https://files.smartsites.parentsquare.com/6796/111925-11-06-25_rm_final.pdf,2025-11-06,True
West Islip Union Free School District,NCES-3630690,High School,life_safety_security,2_study,False,,unknown,Review of keyless lock system at High School with Suffolk County Police Department.,review of keyless lock system at High School with Suffolk County Police Department,https://files.smartsites.parentsquare.com/6796/111925-11-06-25_rm_final.pdf,2025-11-06,True
West Islip Union Free School District,NCES-3630690,District,life_safety_security,2_study,False,,unknown,Review of camera and security systems across district.,review of camera and security systems,https://files.smartsites.parentsquare.com/6796/111925-11-06-25_rm_final.pdf,2025-11-06,True
West Islip Union Free School District,NCES-3630690,Manetuck,site_athletics,2_study,False,,unknown,Creation of playfield and gaga pit at Manetuck.,creation of playfield and gaga pit at Manetuck,https://files.smartsites.parentsquare.com/6796/092525_9-25-25_sm_agenda_for_posting_revised.pdf,2025-09-25,True
West Islip Union Free School District,NCES-3630690,Westbrook,interiors,2_study,False,,unknown,Multi-person bathroom construction at Westbrook.,Westbrook multi-person bathroom,https://files.smartsites.parentsquare.com/6796/092525_9-25-25_sm_agenda_for_posting_revised.pdf,2025-09-25,True
West Islip Union Free School District,NCES-3630690,High School,"general_construction, electrical_lighting",3_funding,False,20068000,bond,General construction and electrical work for $13M pool bond at high school,"Transfer for General Construction - $13M Pool Bond. GEN CONSTRUCT - 13M POOL BOND - HIGH SCHOOL 9,761,000.00. ELECTRICAL - 13M POOL BOND - HIGH SCHOOL 773,000.00",https://files.smartsites.parentsquare.com/6796/011226_1-8-2026_rm_agenda_for_posting_revised.pdf,2026-01-08,True
Commack Union Free School District,NCES-3608130,District-wide and Marion Carl Farm,"roofing, hvac_mechanical, site_athletics, interiors, maintenance_services",3_funding,False,4632659,capital reserve,"District-wide roofing, mechanical/HVAC, inclusive playgrounds, instructional space improvements, site work, and preventative maintenance using $4.6M capital fund surplus.","authorized the use of the remaining $4,632,659 surplus funds for: district wide roofing; district wide mechanical and HVAC; inclusive playgrounds; district wide improvements and upgrades to instructional spaces; district wide site work; and preventative maintenance",https://files.smartsites.parentsquare.com/5158/minutes_-_march_12_2026.pdf,2026-03-12,True
West Islip Union Free School District,NCES-3630690,"West Islip High School, Beach Street Middle School, Udall Road Middle School, elementary schools","life_safety_security, interiors",3_funding,False,1880000,capital reserve,"Install magnetic door holders at high school, electronic locks and card access at middle schools, and replace fire alarms at elementary schools.","installing magnetic door holders for all classroom doors at West Islip High School (ii) installing electronic locks and card access readers for all classrooms and bathrooms at Beach Street Middle School and Udall Road Middle School, and (iii) completing the replacement of building fire alarms at the elementary schools",https://files.smartsites.parentsquare.com/6796/031926-revised-1pm-3-12-26_rm_agenda_for_posting_revised.pdf,2026-03-12,True
Deer Park Union Free School District,NCES-3608880,,general_construction,3_funding,False,848075,lease,Lease equipment including five 2027 diesel buses and other equipment for district operations.,"purchase, acquire and lease certain equipment including various (5) 2027 IC 64-passenger (diesel) buses purchased from Allegiance Trucks",https://files.smartsites.parentsquare.com/12897/090826_sept_82026__work-agenda-new.pdf,2026-09-08,True
Deer Park Union Free School District,NCES-3608880,Deer Park High School,roofing,3_funding,False,573850,capital reserve,Emergency partial roof replacement including tear-off to concrete deck due to extensive roof leak.,"expenditure of up to $573,850 from available Capital Fund monies for emergency roof repairs",https://files.smartsites.parentsquare.com/12897/082526_aug252026-work-openagenda.pdf,2026-08-25,True
West Islip Union Free School District,NCES-3630690,"Udall, Kirdahy, Westbrook, Beach","interiors, electrical_lighting",3_funding,False,248140,capital reserve,Auditorium and ceiling lights project with interfund allocation transfers across multiple school buildings.,Transfer interfund allocation into Udall budget code for the Auditorium and Ceiling lights project,https://files.smartsites.parentsquare.com/6796/020226_2-5-2026_agenda_for_posting.pdf,2026-02-05,True
West Islip Union Free School District,NCES-3630690,"Udall, Kirdahy, Westbrook, Beach","electrical_lighting, general_construction",3_funding,False,248140,capital reserve,Auditorium and ceiling lights project with interfund allocation across multiple school buildings.,Transfer interfund allocation into Udall budget code for the Auditorium and Ceiling lights project,https://files.smartsites.parentsquare.com/6796/020226_2-5-2026_agenda_for_posting.pdf,2026-02-05,True
Commack Union Free School District,NCES-3608130,CHS (008-031),interiors,3_funding,False,100000,grant,Mock Trial Courtroom project funded by DASNY 2022 SAMS Grant.,"DASNY Grant Disbursement Agreement to request the payment of the previously approved 2022 SAMS Grant of $100,000, for the 2019 Bond Project - CHS Mock Trial Courtroom",https://files.smartsites.parentsquare.com/5158/minutes_-_august_20_2026.pdf,2026-08-20,True
West Islip Union Free School District,NCES-3630690,District-wide maintenance,maintenance_services,3_funding,False,87000,operating budget,Purchase of rack truck with plow for district maintenance and operations.,Board of Education hereby declares the purchase of such equipment constitutes an ordinary contingent expense,https://files.smartsites.parentsquare.com/6796/012126-1-20-2026_sm_agenda_for_posting.pdf,2026-01-20,True
West Islip Union Free School District,NCES-3630690,District maintenance operations,site_athletics,3_funding,False,87000,operating budget,Purchase of a rack truck with plow for district snow removal and maintenance.,purchase of a rack truck with a plow is necessary for district maintenance and operations,https://files.smartsites.parentsquare.com/6796/020626-01-20-26_sm_final.pdf,2026-01-20,True
West Islip Union Free School District,NCES-3630690,District,maintenance_services,3_funding,False,87000,operating budget,Purchase of rack truck with plow for district maintenance and operations.,Transfer for purchase of Rack Truck with plow needed for District Maintenance & Ops,https://files.smartsites.parentsquare.com/6796/020226_2-5-2026_agenda_for_posting.pdf,2026-02-05,True
West Islip Union Free School District,NCES-3630690,District-wide,site_athletics,3_funding,False,87000,operating budget,Purchase of a rack truck with plow for district maintenance and operations.,"Approval of Resolution re: purchase of a rack truck with a plow necessary for district maintenance and operations not to exceed $87,000.00",https://files.smartsites.parentsquare.com/6796/012126-1-20-2026_sm_agenda_for_posting.pdf,2026-01-20,True
West Islip Union Free School District,NCES-3630690,District maintenance,site_athletics,3_funding,False,87000,operating budget,Purchase of a rack truck with a plow for district maintenance and snow removal operations.,purchase of a rack truck with a plow is necessary for district maintenance and operations,https://files.smartsites.parentsquare.com/6796/020626-01-20-26_sm_final.pdf,2026-01-20,True
West Islip Union Free School District,NCES-3630690,District-wide,site_athletics,3_funding,False,87000,operating budget,Purchase of a rack truck with plow for district maintenance and operations.,purchase of a rack truck with a plow is necessary for district maintenance and operations,https://files.smartsites.parentsquare.com/6796/020226_2-5-2026_agenda_for_posting.pdf,2026-02-05,True
West Islip Union Free School District,NCES-3630690,District Maintenance & Operations,maintenance_services,3_funding,False,87000,operating budget,Purchase of rack truck with plow for district maintenance and operations.,Transfer for purchase of Rack Truck with plow needed for District Maintenance & Ops.,https://files.smartsites.parentsquare.com/6796/020226_2-5-2026_agenda_for_posting.pdf,2026-02-05,True
West Islip Union Free School District,NCES-3630690,District Maintenance,site_athletics,3_funding,False,87000,operating budget,Purchase of a rack truck with plow for district maintenance and snow removal operations.,"purchase of a rack truck with a plow necessary for district maintenance and operations not to exceed $87,000.00",https://files.smartsites.parentsquare.com/6796/012126-1-20-2026_sm_agenda_for_posting.pdf,2026-01-20,True
Commack Union Free School District,NCES-3608130,CHS (008-038),interiors,3_funding,False,44306,grant,Digital Media Lab Project improvements using remaining EXCEL Capital Grant funds.,"authorizes the use of the remaining available EXCEL Capital Grant funds ($44,306), for the 2019 Bond - CHS Digital Media Lab Project",https://files.smartsites.parentsquare.com/5158/minutes_-_august_20_2026.pdf,2026-08-20,True
West Islip Union Free School District,NCES-3630690,High School,general_construction,3_funding,False,37726.78,capital reserve,Gazebo construction in high school courtyard.,Transfer for HS project - gazebo In courtyard,https://files.smartsites.parentsquare.com/6796/110325_11-6-25_rm_agenda_for_posting.pdf,2025-11-06,True
